Player_ID,Player_Name,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,FirstTouch,FreeKickTaking,Heading,LongShots,LongThrows,Marking,PassingSkill,PenaltyTaking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,OffTheBall,Positioning,Teamwork,WorkRate,Acceleration,Agility,Balance,JumpingReach,NaturalFitness,Pace,Stamina,Strength,Stability,Height,LeftFoot,RightFoot,PlayerValue,Salary,RentalClub,BirthDate
2027,Bartomiej Dragowski,24,130,139,3,166,4,2,3,1,9,6,10,3,3,2,10,3,1,9,12,13,14,10,10,8,13,15,2,12,3,13,8,11,12,12,14,17,13,11,14,13,11,191,9,20,3073665,28461,,1997-08-19
2028,Patrick,29,130,139,11,142,8,11,14,12,14,6,12,12,7,13,13,5,13,14,13,13,13,13,11,12,13,13,11,11,14,10,14,14,14,12,14,9,12,13,13,14,13,176,20,9,6765094,8938,,1992-07-29
2029,Michael Gregoritsch,28,130,142,20,108,8,11,12,15,15,15,13,14,7,6,13,14,6,14,9,12,12,11,9,14,11,9,14,7,15,7,10,11,12,10,10,17,13,15,12,14,10,193,20,8,3737327,19164,,1994-04-18
2030,Fabiano Souza,22,130,146,11,51,8,13,11,7,11,7,10,7,12,10,10,5,14,12,14,14,13,11,13,12,11,15,9,10,12,11,13,14,16,15,12,7,16,15,14,12,12,176,8,20,9333999,4949,,2000-03-14
2031,Alan Pulido,31,130,135,42,316,8,7,10,15,14,10,9,12,8,7,12,14,8,13,8,14,13,14,14,12,14,13,10,9,14,6,13,14,13,14,13,11,13,13,13,14,14,178,10,20,347975206,42657,,1991-03-08
2032,Leonardo Bittencourt,28,130,135,10,196,14,14,15,11,13,11,8,11,5,6,12,10,8,13,16,11,14,9,10,12,10,15,15,13,13,7,12,15,15,15,11,6,14,14,11,7,11,170,12,20,3546515,42281,,1993-12-19
2033,Milos Veljkovic,26,130,137,21,196,5,7,8,6,12,6,11,7,8,14,12,7,13,11,7,15,12,15,16,9,14,12,6,11,6,16,17,10,10,10,13,14,11,12,13,14,16,188,10,20,4111059,21924,,1995-09-26
2034,Jens Stage,25,130,133,23,196,5,9,10,12,11,7,14,11,11,13,12,10,14,10,16,14,15,13,13,11,13,16,8,15,14,13,15,18,13,11,11,15,14,13,16,14,13,187,9,20,7811012,11474,,1996-11-08
2035,Juan Pablo Vigon,31,130,132,42,78,15,14,2,13,14,13,8,12,10,12,16,14,9,15,7,13,10,14,15,15,13,12,12,16,14,14,15,14,13,13,10,9,11,13,12,8,13,177,9,20,1720491,12979,,1991-07-20
2036,Vanja Milinkovic-Savic,25,130,139,21,152,14,1,1,2,10,16,9,14,2,2,9,2,1,8,11,11,13,10,13,9,13,16,8,14,7,12,11,11,12,13,11,17,11,10,13,12,12,202,9,20,3143521,14230,,1997-02-20
2037,Simone Verdi,30,130,146,19,152,14,14,13,10,14,17,5,15,5,4,14,14,5,15,13,11,10,10,9,14,10,16,15,8,11,4,13,12,13,14,13,4,12,13,12,8,12,174,20,17,4889922,60480,88,1992-07-12
2038,Michael Bradley,34,130,149,36,52,6,9,12,11,13,12,12,12,13,16,15,11,16,12,17,15,18,11,15,15,12,17,8,16,14,16,17,11,9,9,14,13,16,10,13,14,15,188,8,20,271214,29084,,1987-07-31
2039,Djed Spence,21,130,152,6,6,6,12,13,11,10,6,7,7,10,10,10,6,11,10,11,11,11,10,10,11,9,10,13,7,13,9,9,12,17,14,12,12,13,15,14,10,10,184,9,20,30795806,40597,,2000-08-09
2040,Djaniny,31,130,145,89,62,10,12,14,14,13,8,12,12,5,7,12,13,7,13,10,13,12,13,13,13,12,13,16,8,14,8,12,12,12,12,14,14,15,14,13,15,14,190,10,20,4884400,51281,,1991-03-21
2041,Ozan Kabak,22,130,150,38,63,3,6,12,6,12,4,16,6,6,14,12,6,15,12,15,13,16,12,12,11,12,14,11,10,8,14,11,12,13,11,14,14,12,14,12,15,12,186,10,20,8999999,52739,,2000-03-25
2042,Filip uricic,30,130,142,21,167,11,11,14,13,16,10,4,12,4,4,14,13,4,16,9,14,7,13,10,14,13,14,17,12,15,6,12,12,13,14,15,8,13,12,12,9,12,181,14,20,3353089,24626,,1992-01-30
2043,Giulio Maggiore,24,130,143,19,197,8,10,14,12,14,9,14,11,10,11,15,11,14,14,13,13,12,12,13,14,14,14,11,10,13,14,13,13,12,12,13,10,15,12,14,13,13,184,8,20,8948932,35577,,1998-03-12
2044,Martin Erlic,24,130,144,9,53,5,7,7,7,9,8,14,8,13,13,14,8,13,10,12,14,14,10,14,11,13,14,12,10,8,14,13,14,12,11,14,15,13,14,15,14,12,192,9,20,4400928,5384,,1998-01-24
2045,Armand Lauriente,23,130,145,2,53,8,14,14,11,13,14,6,11,5,5,13,10,8,14,6,12,9,12,11,12,12,15,13,6,13,7,13,13,15,14,12,9,14,13,13,10,12,177,10,20,9945511,19857,,1998-12-04
2046,Isaac Success,26,130,135,31,79,7,11,12,13,13,10,12,13,5,7,13,13,8,15,12,13,11,10,12,11,9,13,14,8,14,8,17,14,14,13,14,12,13,14,14,15,13,182,11,20,3353089,35960,,1996-01-07
2047,Jean-Victor Makengo,24,130,143,2,79,6,8,13,9,12,7,6,12,6,12,13,8,13,14,15,13,14,14,14,12,12,15,12,8,13,13,14,14,14,15,13,9,14,13,15,14,12,177,20,10,3531649,7307,,1998-06-12
2048,Jaka Bijol,23,130,151,15,79,4,7,8,9,11,6,18,10,7,13,11,7,12,10,13,13,15,13,15,9,12,15,7,7,9,13,16,14,11,11,14,16,17,12,13,16,14,190,8,20,5110198,24439,,1999-02-05
2049,Sandi Lovric,24,130,143,15,79,8,10,13,8,14,8,9,13,8,9,13,12,11,14,13,12,11,12,12,13,13,12,11,9,12,12,14,14,13,13,12,13,14,13,14,12,13,180,13,20,2300591,24439,,1998-03-28
2050,Nehuen Perez,22,130,155,8,79,4,6,6,6,10,5,14,8,13,14,12,5,15,10,17,15,15,15,15,12,10,17,5,10,7,14,14,13,14,14,14,13,14,14,14,12,13,184,10,20,8872000,24439,,2000-06-24
2051,Marcos Andre,25,130,148,11,19,8,9,13,13,13,10,14,12,9,8,13,12,9,14,12,13,14,13,14,12,13,14,10,10,13,11,14,14,13,13,10,11,12,14,13,14,12,184,9,20,4719684,14999,,1996-10-20
2052,Kenedy,26,130,142,11,143,11,12,13,12,13,13,10,14,4,7,12,11,11,14,11,13,11,12,11,12,11,13,15,10,13,12,12,12,13,13,13,13,14,13,13,14,10,182,20,11,3957817,28998,,1996-02-08
2053,Alvaro Aguado,26,130,135,13,143,11,11,12,9,13,8,7,10,5,10,13,8,11,13,12,12,13,13,13,14,15,13,14,12,12,13,14,14,12,14,14,8,14,13,13,11,13,174,12,20,2556749,4861,,1996-05-01
2054,Unai Lopez,26,130,151,13,73,12,13,13,12,15,11,7,9,8,7,15,13,8,15,13,15,13,13,13,14,12,12,14,12,14,13,15,14,12,12,13,8,12,12,12,11,13,170,12,20,3383932,9724,,1995-10-30
2055,Chris Fuhrich,24,130,136,10,132,13,13,14,11,13,13,7,13,5,8,13,12,11,13,10,12,13,11,11,13,12,15,14,8,14,10,13,13,13,14,12,9,13,14,13,10,12,178,12,20,4339450,14383,,1998-01-09
2056,Manuel Riemann,33,130,130,10,317,2,2,2,2,11,6,5,2,3,3,12,12,3,12,16,14,13,16,12,10,12,18,10,16,1,13,13,13,11,13,14,14,17,11,11,12,18,186,5,20,347975206,16781,,1988-09-09
2057,Marin Pongracic,24,130,139,9,94,4,7,12,6,12,5,13,6,8,13,13,7,14,12,17,12,16,12,12,12,12,13,11,7,8,13,11,9,13,11,15,15,12,16,12,16,13,190,13,20,3363593,42192,271,1997-09-11
2058,Joseph Aidoo,26,130,140,37,32,7,7,7,4,11,8,14,7,9,14,11,6,15,11,12,12,14,11,9,11,13,14,7,11,8,13,14,13,14,15,15,12,15,14,15,16,11,184,7,20,4007288,36438,,1995-09-29
2059,Augusto Solari,30,130,132,8,32,12,13,13,10,13,11,6,12,12,8,12,11,9,14,7,12,7,12,9,15,11,9,13,9,13,10,14,14,14,15,9,10,13,14,13,9,12,180,11,20,1917563,10067,,1992-01-03
2060,Oscar Mingueza,23,130,146,13,32,5,11,11,8,12,6,14,8,11,13,12,5,14,13,13,14,15,14,11,12,12,15,7,13,10,12,15,16,13,12,14,13,15,14,14,13,14,184,10,20,5633644,21766,,1999-05-13
2061,Falaye Sacko,27,130,136,29,273,10,12,13,8,12,9,8,10,9,11,13,9,13,14,12,15,11,12,13,13,11,12,13,7,13,10,11,13,17,15,12,10,15,16,14,7,12,179,9,20,2356198,3015,70,1995-05-01
2062,Darren Randolph,35,130,137,78,14,2,2,1,3,11,5,6,2,10,1,11,6,5,11,10,10,12,13,9,9,10,15,5,14,11,14,10,9,9,15,15,15,12,9,13,15,12,188,11,20,3245796,46397,,1987-05-12
2063,Marcelo,35,130,140,11,318,7,7,6,7,10,7,17,7,7,15,12,7,14,10,12,14,17,11,13,7,11,13,6,15,10,14,14,12,9,9,15,17,13,9,15,16,13,191,10,20,100568,2713,,1987-05-20
2064,Davidson,31,130,135,11,153,10,12,14,14,14,10,8,12,3,6,14,11,9,14,12,11,13,12,12,14,12,12,13,10,14,6,11,13,14,15,14,9,13,13,10,11,12,177,12,20,347975206,15384,,1991-03-05
2065,Jonathan Orozco,36,130,141,42,274,7,1,3,1,10,9,1,3,3,8,12,2,8,12,7,14,16,12,13,13,12,14,1,13,13,15,14,14,12,14,13,13,13,13,16,12,14,183,10,20,436781,15665,,1986-05-12
2066,Benno Schmitz,27,129,132,10,100,12,14,11,7,11,10,9,10,14,12,14,9,13,12,11,14,12,13,12,12,13,12,6,8,12,12,16,14,12,11,13,10,16,12,14,12,14,182,10,20,3517166,12657,,1994-11-17
2067,Morten Thorsby,26,129,135,5,109,4,6,10,10,11,4,16,6,4,13,11,10,15,11,15,12,15,15,15,12,12,20,9,11,13,15,18,16,12,10,12,16,16,12,19,16,10,189,11,20,2991157,19999,,1996-05-05
2068,Marcus Ingvartsen,26,129,132,23,154,13,9,12,14,14,14,12,13,4,7,13,14,7,14,14,15,12,13,12,14,12,15,13,6,15,8,14,12,12,12,13,12,12,12,12,13,13,187,20,12,4142203,24931,,1996-01-04
2069,Leandro Barreiro,22,129,148,98,154,11,7,11,8,12,6,8,8,3,13,12,7,16,12,16,13,17,12,14,12,12,16,10,7,12,13,16,17,12,13,12,8,17,13,15,10,13,174,12,20,18017998,28766,,2000-01-03
2070,Felipe Caicedo,33,129,145,59,319,4,6,11,15,13,6,14,11,5,5,11,13,8,14,14,16,15,15,12,12,13,16,13,12,14,5,15,16,13,12,14,11,12,13,10,15,12,183,20,10,1282221,13295,,1988-09-05
2071,Ryan Fredericks,29,129,138,6,46,5,14,14,7,9,6,10,7,12,11,12,6,13,11,14,12,10,11,12,8,12,12,14,10,14,10,12,14,18,15,10,8,12,17,13,9,12,181,5,20,11102201,40597,,1992-10-10
2072,Naim Sliti,29,129,131,74,144,11,10,14,12,15,14,7,12,6,8,14,12,5,15,8,12,8,14,10,14,13,12,13,12,14,5,7,10,13,14,12,8,13,13,14,11,12,173,14,20,7482732,11498,,1992-07-27
2073,Gustavo Cuellar,29,129,132,18,111,9,10,10,8,13,5,10,8,5,14,13,7,16,13,12,14,15,13,14,14,14,11,10,14,14,14,14,14,11,10,12,10,10,11,14,13,13,180,10,20,347975206,76711,,1992-10-14
2074,Luciano Vietto,28,129,152,8,111,8,11,14,12,14,10,8,12,7,4,12,13,9,15,12,8,10,11,12,12,11,15,15,9,13,6,13,12,15,15,13,5,13,13,13,6,12,173,11,20,10173960,91999,,1993-12-05
2075,Leo Baptistao,29,129,151,11,82,9,12,15,12,14,11,10,12,5,5,14,12,5,15,10,13,9,12,12,14,12,14,16,9,14,5,10,9,13,13,10,12,10,13,11,10,10,184,14,20,6233559,9152,,1992-08-26
2076,Samu,21,129,155,12,82,8,8,11,10,14,9,8,12,9,11,14,9,12,14,13,14,12,13,13,13,13,15,8,13,11,13,14,15,12,13,13,12,14,11,15,13,13,183,20,9,25000000,9152,,2000-11-27
2077,Aaron Boupendza,25,129,150,53,74,2,9,15,14,14,6,12,13,2,2,9,12,10,13,6,10,10,14,14,12,14,9,16,7,15,7,5,12,15,16,14,10,14,15,14,14,15,180,20,8,7310371,38355,,1996-08-07
2078,Alvaro Medran,28,129,139,13,249,12,13,13,11,16,12,7,15,7,8,14,13,9,14,13,13,12,13,12,14,12,15,13,10,13,11,14,14,13,14,11,8,13,13,13,9,13,173,12,20,7564479,21185,,1994-03-15
2079,Iago Falque,32,129,152,13,210,14,14,13,12,15,14,6,14,3,5,16,14,6,16,9,14,10,13,10,14,13,13,15,7,15,7,12,11,12,14,12,7,8,12,12,8,10,174,20,9,211737,9747,,1990-01-04
2080,Krepin Diatta,23,129,140,16,43,5,10,13,10,13,8,8,11,3,10,13,9,10,14,9,12,15,13,13,12,11,12,13,9,10,8,11,13,14,14,10,8,12,14,10,10,12,175,10,20,3316642,41424,,1999-02-25
2081,Miguel Angel Torren,33,129,129,8,250,6,12,11,5,12,13,12,4,11,14,15,11,14,13,18,16,16,9,9,14,11,15,11,15,5,14,13,17,13,12,14,10,15,13,16,13,13,178,10,20,347975206,8511,,1988-08-12
2082,Marco Carnesecchi,22,129,159,19,44,2,3,1,1,8,6,5,3,3,1,8,3,2,8,9,13,10,10,15,8,12,15,7,13,7,15,13,15,10,14,13,15,15,10,15,13,15,191,5,20,14860000,3557,357,2000-07-01
2083,Marcelino Moreno,27,129,134,8,125,12,12,15,10,13,9,8,14,9,7,13,8,9,14,12,11,12,13,14,13,12,13,15,8,13,12,13,15,13,14,13,6,14,15,14,10,11,168,20,8,6613792,8919,,1995-06-25
2084,Esequiel Barco,23,129,140,8,125,12,12,15,12,15,13,6,13,3,7,14,16,7,15,13,9,14,12,10,13,8,13,16,12,13,9,11,16,14,14,15,7,14,13,15,10,10,166,10,20,12777110,27630,147,1999-03-29
2085,Dorlan Pabon,34,129,147,18,320,13,13,14,13,13,14,10,14,7,6,13,12,6,13,7,13,12,12,13,14,13,15,13,12,14,9,12,11,13,13,12,7,13,12,12,8,12,170,14,20,214485,11410,,1988-01-24
2086,Felipe Roman,26,129,135,18,320,7,11,8,6,9,5,10,11,13,11,10,5,13,11,9,12,14,14,13,11,13,13,6,12,11,13,14,14,13,14,15,11,14,14,14,15,14,175,10,20,1012548,9903,,1995-10-05
2087,Unai Garcia,30,129,137,13,126,7,8,7,7,9,6,14,8,11,14,9,8,13,9,12,15,15,13,14,8,14,5,7,8,7,14,14,15,12,11,13,15,13,12,13,13,15,182,9,20,2833955,8662,,1992-02-03
2088,Nathan Silva,25,129,133,11,67,7,7,10,9,11,8,13,8,5,15,12,9,14,11,14,11,15,11,13,12,13,15,5,12,9,15,16,15,11,11,12,13,14,12,14,15,11,182,7,20,3179361,8945,,1997-05-06
2089,Nathan,26,129,132,11,67,11,11,14,12,14,12,11,14,7,8,15,12,6,15,10,14,11,11,11,14,13,12,13,7,15,10,13,14,14,14,13,8,12,12,11,10,11,177,13,20,2500544,11182,181,1996-03-13
2090,Otavio,28,129,136,11,67,7,9,10,9,13,10,12,11,7,15,14,10,14,13,15,13,14,13,13,11,12,14,11,10,10,14,14,15,13,13,12,11,12,12,13,14,13,173,10,20,4067872,11182,,1994-05-04
2091,Thiago Heleno,33,129,136,11,58,7,8,10,9,11,11,14,12,10,13,10,11,13,11,16,13,13,13,12,8,12,12,10,13,7,15,13,11,13,12,14,15,12,12,12,15,13,187,8,20,347975206,5053,,1988-09-19
2092,Khellven,21,129,143,11,58,12,13,13,11,14,11,11,13,13,12,13,12,12,14,11,13,12,12,13,13,13,13,13,11,13,11,14,13,15,13,12,11,13,13,14,11,12,176,5,20,11098492,11560,,2001-02-25
2093,Alex Santana,27,129,136,11,58,10,11,14,12,13,12,10,15,8,9,14,13,10,14,13,11,10,13,12,13,13,13,14,10,13,10,12,11,14,14,12,11,13,13,12,13,13,182,13,20,6281273,11560,,1995-05-13
2094,Vangelis Pavlidis,23,129,140,44,127,7,8,12,15,13,8,13,11,3,6,12,12,7,13,11,14,13,13,13,12,13,14,12,10,13,5,14,15,11,13,14,13,11,12,13,13,14,186,13,20,6155823,3836,,1998-11-21
2095,Luis Carlos Ruiz,35,129,132,18,175,10,12,12,15,12,11,13,11,6,9,12,13,5,13,8,13,12,13,12,12,12,12,11,13,14,11,14,13,12,13,13,12,12,12,12,13,12,181,13,20,73156,7718,,1987-01-08
2096,Nadiem Amiri,25,129,140,10,36,15,15,13,11,12,14,5,13,7,9,13,12,11,14,15,13,13,12,11,14,11,15,14,12,13,11,17,15,12,13,13,9,16,12,14,11,11,180,12,20,3372935,57692,,1996-10-27
2097,Adam Hlozek,20,129,160,43,36,6,8,13,14,13,7,12,12,7,7,9,14,7,12,13,11,11,13,12,11,10,12,17,7,11,3,9,11,16,14,14,12,12,16,12,12,13,188,11,20,75104000,28766,,2002-07-25
2098,Reggie Cannon,24,129,136,36,251,5,9,12,7,11,7,12,9,6,12,11,8,13,12,12,13,14,13,11,13,11,15,8,11,10,13,11,14,15,14,13,12,15,14,15,13,14,180,11,20,2157604,23014,,1998-06-11
2099,Michel Aebischer,25,129,137,34,47,13,11,12,8,14,13,9,12,8,8,15,10,11,14,10,13,10,15,13,12,15,11,11,12,12,9,15,14,12,10,13,9,12,11,15,13,13,183,12,20,3916222,12308,,1997-01-06
2100,Mateu Morey,22,129,145,13,18,11,13,14,8,15,11,6,8,12,11,14,7,12,15,13,13,14,11,11,13,12,12,13,8,13,12,14,14,15,15,12,6,10,14,15,9,15,173,5,20,4620000,19164,,2000-03-02
2101,Marcal,33,129,131,11,232,10,12,13,9,13,10,13,8,11,14,13,11,14,14,14,15,14,12,12,13,13,14,13,13,12,11,15,15,13,13,13,10,11,13,14,13,12,178,20,6,347975206,11395,,1989-02-19
2102,Josh Dasilva,23,129,146,6,83,8,12,13,13,13,9,10,14,8,11,14,10,12,13,12,14,11,14,13,13,13,15,14,9,13,11,14,13,13,12,12,11,14,13,13,13,14,184,20,10,14452211,40597,,1998-10-23
2103,Mads Roerslev,23,129,141,23,83,12,14,13,9,13,7,12,9,9,13,14,7,13,14,13,13,14,14,14,13,12,14,13,9,11,13,14,14,13,13,12,12,12,13,13,12,13,184,9,20,12019169,23198,,1999-06-24
2104,Luca Caldirola,31,129,137,19,292,4,13,10,10,12,4,17,4,10,13,10,7,13,10,8,13,10,12,15,10,14,14,4,13,8,14,17,10,11,11,11,15,13,12,13,12,17,187,20,10,1888381,24231,,1991-02-01
2105,Cedric Zesiger,24,129,140,34,145,4,6,7,6,8,5,16,6,10,13,10,7,14,8,14,13,14,12,13,7,12,13,5,12,8,13,14,12,12,10,12,15,13,12,14,17,12,194,20,13,5497242,11808,,1998-06-24
2106,Alex Fernandez,29,129,142,13,84,12,12,12,10,15,10,8,11,8,9,17,16,9,15,9,14,11,12,12,15,14,15,12,13,13,10,14,12,11,10,11,9,14,11,12,11,12,182,12,20,6926575,22055,,1992-10-15
2107,Luis Hernandez,33,129,141,13,84,10,11,10,6,11,7,12,10,20,14,12,10,13,11,12,14,12,12,12,10,14,14,9,10,10,13,14,14,11,12,10,13,13,12,14,12,14,183,13,20,768021,10015,,1989-04-14
2108,Iza,29,129,132,13,84,12,12,11,9,11,11,10,14,11,12,11,12,13,13,12,11,14,12,12,12,12,12,11,12,11,11,14,16,15,11,11,8,12,13,14,10,14,170,12,20,1355623,5899,,1993-04-23
2109,Gianluca Lapadula,32,129,139,55,234,8,9,12,15,12,10,12,10,9,9,11,15,10,12,14,14,18,14,14,10,13,18,14,12,16,8,13,18,13,13,14,9,15,13,13,12,14,178,20,9,2647256,32691,,1990-02-07
2110,Joao Nunes,26,129,136,12,321,3,7,7,6,9,10,13,4,10,15,8,5,16,10,12,13,16,10,14,8,12,14,3,16,7,15,13,12,11,9,13,14,14,12,13,15,13,188,10,20,2316597,2350,,1995-11-19
2111,Julio Cesar Dominguez,34,129,135,42,146,8,7,6,6,14,7,10,8,13,14,11,7,14,12,16,14,14,13,14,11,13,13,6,14,7,15,13,14,15,14,11,9,13,16,15,9,16,175,10,20,254538,15802,,1987-11-08
2112,Uriel Antuna,24,129,136,42,146,10,12,13,11,12,5,8,9,9,6,12,10,6,12,8,10,12,10,11,10,11,13,14,6,13,7,12,12,16,16,8,7,15,16,14,6,14,174,7,20,3992741,16460,,1997-08-21
2113,Reo Hatate,24,129,140,50,103,11,12,11,11,14,11,9,12,6,7,14,10,12,12,14,13,9,11,12,14,12,7,11,10,14,12,15,17,14,13,14,6,10,13,14,12,13,171,10,20,12049511,16819,,1997-11-21
2114,Liel Abada,20,129,165,85,103,11,13,13,13,12,10,7,9,9,3,12,9,7,12,8,15,10,12,10,13,13,15,12,12,13,8,11,12,15,13,11,7,14,14,13,12,14,171,13,20,24756696,17399,,2001-10-03
2115,Erick Aguirre,25,129,147,42,135,11,12,13,6,12,11,5,12,7,12,13,11,11,13,7,14,12,13,15,13,12,8,5,14,11,13,12,16,13,14,16,7,13,13,15,5,14,170,13,20,3330581,16790,,1997-02-23
2116,Maximiliano Araujo,22,129,141,17,322,12,15,15,11,12,7,5,13,8,8,13,7,9,13,13,11,10,12,12,13,12,11,12,12,13,8,11,13,15,15,12,9,12,14,13,8,13,179,20,10,3347448,3865,,2000-02-15
2117,Rafael Czichos,32,129,129,10,104,8,12,9,10,10,9,15,12,14,13,13,14,13,11,16,11,16,12,13,12,12,16,9,16,11,13,14,13,11,9,14,14,16,12,12,16,16,186,20,10,347975206,25917,,1990-05-14
2118,Mateo Retegui,23,129,138,8,158,8,8,12,13,11,6,14,11,2,5,12,13,4,13,14,13,13,12,12,12,13,15,12,10,14,9,15,16,14,12,14,14,15,12,14,15,13,185,11,20,7905342,17902,444,1999-04-29
2119,Milton Casco,34,129,137,8,147,8,13,10,8,14,7,7,7,13,11,13,9,13,13,15,12,15,10,12,11,13,17,8,10,15,11,15,16,13,13,11,7,15,13,14,9,14,169,15,20,347975206,17328,,1988-04-11
2120,Miguel Borja,29,129,144,18,147,7,9,13,14,12,11,15,10,7,7,12,14,7,13,9,14,13,12,11,11,12,13,11,11,14,9,13,9,12,13,14,12,13,12,14,15,11,183,12,20,15579091,19628,,1993-01-26
2121,Emanuel Mammana,26,129,130,8,147,5,7,12,6,14,7,13,6,7,15,14,6,14,13,12,13,13,14,13,10,13,12,13,11,8,14,14,13,13,12,13,13,10,13,11,11,12,184,11,20,2252736,17902,,1996-02-10
2122,Nahuel Tenaglia,26,129,137,8,255,8,11,11,9,12,6,12,7,15,15,15,9,15,11,15,13,14,12,12,13,13,11,7,10,14,14,13,14,14,13,13,10,13,14,12,12,12,182,8,20,2248866,9903,208,1996-02-21
2123,Carlos Lampe,35,129,132,99,323,5,2,2,1,8,6,6,1,1,2,11,3,3,8,12,12,14,14,15,9,14,14,5,15,8,14,14,8,5,10,12,15,14,4,7,14,12,192,7,20,347975206,8701,,1987-03-17
2124,Claudio Aquino,31,129,133,8,324,14,11,14,11,14,15,7,15,6,5,13,12,7,14,13,11,12,13,10,14,10,12,14,11,15,7,13,13,15,13,15,6,12,13,13,13,8,172,10,20,347975206,3400,,1991-07-24
2125,Rodrigo Rey,31,129,135,8,325,5,3,3,2,11,6,1,3,1,2,11,2,3,10,5,12,11,13,14,10,13,14,2,13,1,13,12,11,11,14,10,15,12,11,12,13,14,190,7,20,781746,5898,,1991-03-08
2126,Omar Fernandez,29,129,135,18,129,15,15,16,11,15,12,4,12,10,6,17,9,7,14,9,14,8,11,12,16,14,12,15,8,14,8,12,11,14,13,7,3,9,15,10,4,14,165,12,20,3743194,14904,322,1993-02-11
2127,Joel Campbell,30,129,150,28,129,10,12,16,12,14,10,7,13,4,6,13,14,7,14,10,13,13,13,9,13,12,13,14,6,14,7,13,14,14,14,12,9,12,13,12,11,15,178,20,8,3073452,28461,,1992-06-26
2128,Emmanuel Gigliotti,35,129,142,8,59,7,10,7,14,15,7,16,11,5,5,12,14,6,13,14,13,15,16,14,13,14,15,12,14,15,9,14,14,11,11,16,16,14,12,11,15,12,186,8,20,80048,6961,,1987-05-20
2129,Leonardo Gil,31,129,139,57,326,14,13,11,9,13,15,8,13,8,13,14,9,14,12,14,14,16,11,10,13,12,13,11,10,11,11,15,15,13,15,13,8,16,12,14,12,13,171,20,9,347975206,8283,,1991-05-31
2130,Fausto Vera,22,129,151,8,85,10,10,12,5,15,11,13,15,8,14,13,8,13,14,11,15,12,14,11,15,13,12,13,12,8,15,14,12,11,12,13,8,12,10,13,12,11,177,10,20,8745858,12865,,2000-03-26
2131,Nathaniel Clyne,31,129,150,6,48,5,11,10,5,13,6,9,4,11,14,12,5,15,13,13,14,14,13,15,10,12,12,8,9,12,14,15,16,13,13,13,9,12,14,15,12,14,175,9,20,4316222,81194,,1991-04-05
2132,Rodriguinho,34,129,143,11,327,8,13,14,13,14,8,13,13,5,8,16,13,8,14,13,13,14,13,11,14,14,10,15,14,14,11,11,15,12,12,13,9,15,10,10,9,8,177,15,20,287642,9959,,1988-03-27
2133,Oleksandr Karavaiev,30,129,140,32,130,14,14,12,10,9,10,10,10,11,9,12,11,11,12,9,11,12,10,11,12,9,14,10,12,13,12,15,15,14,14,13,8,13,13,13,11,15,175,10,20,8819962,6918,,1992-06-02
2134,Vitaliy Buialskyi,29,129,135,32,130,11,11,12,11,12,10,10,11,7,9,13,14,12,12,9,12,15,13,9,13,12,15,13,13,17,10,15,16,13,13,14,9,13,13,14,9,10,175,12,20,5852398,17000,,1993-01-06
2135,Federico Fernandez,33,129,137,8,137,5,6,8,7,11,4,15,5,8,14,11,5,15,9,11,14,15,14,12,10,14,11,10,10,10,15,15,15,10,9,13,15,13,11,13,15,14,190,10,20,824452,28998,,1989-02-21
2136,Tete Morente,25,129,137,13,137,8,13,15,13,12,13,11,13,6,8,12,11,5,14,12,11,6,11,9,12,11,13,12,7,12,9,3,14,14,13,9,11,15,15,13,11,13,184,10,20,2374688,6639,,1996-12-04
2137,Oscar Gil,24,129,141,13,68,7,10,9,9,11,7,9,8,11,14,12,8,13,10,6,10,15,9,12,7,12,15,15,10,11,12,16,18,15,14,10,10,14,15,16,14,11,175,9,20,4121075,9588,,1998-04-26
2138,Fernando Calero,26,129,145,13,68,7,6,5,5,14,9,13,11,10,14,13,9,14,13,10,14,14,12,12,13,12,12,11,12,10,14,15,14,13,12,12,11,11,14,13,13,13,183,10,20,4363492,9641,,1995-09-14
2139,Nathan Patterson,20,129,162,27,38,12,13,11,11,12,6,8,11,10,10,12,5,13,9,9,12,10,13,14,14,7,15,7,4,13,12,13,13,15,11,12,11,14,15,17,12,11,183,10,20,53211209,46397,,2001-10-16
2140,Arne Maier,23,129,143,10,148,11,11,13,10,15,9,7,11,6,9,15,10,10,15,10,12,11,16,12,14,11,11,13,11,10,10,15,13,13,13,12,10,10,11,14,13,13,186,11,20,5656656,19999,,1999-01-08
2141,Luciano Acosta,28,129,136,8,260,14,14,15,14,15,13,7,13,4,4,16,13,4,15,10,7,12,10,12,16,13,12,15,8,14,4,13,10,15,17,9,3,14,14,11,4,11,161,13,20,9675409,43100,,1994-05-31
2142,Facundo Quignon,29,129,131,8,240,8,12,12,9,15,7,10,10,5,11,14,8,14,16,9,13,10,11,11,16,14,12,13,10,13,14,15,10,11,11,13,9,14,12,14,12,10,178,20,10,4878879,16299,,1993-05-02
2143,Fransergio,31,129,137,11,261,8,8,13,11,13,10,14,13,6,11,14,13,11,14,16,12,11,15,14,13,12,14,13,15,16,14,13,13,9,13,15,13,12,10,15,14,13,187,10,20,5685254,16653,,1990-10-18
